Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence
2021,20-29,Male,25.96,9.75,Low,15.1
2020,20-29,Male,29.06,75.85,Middle,19.1
2020,20-29,Male,35.33,34.78,Low,14.1
2021,80+,Male,29.849999999999998,9.340000000000003,Middle,18.1
2021,80+,Male,0.3500000000000014,-19.080000000000002,Low,13.1
2024,40-49,Male,63.309999999999995,59.33,Middle,20.1
2023,40-49,Male,57.559999999999995,73.75,Middle,18.1
2020,40-49,Male,53.209999999999994,26.65,Middle,14.1
2021,20-29,Female,14.58,45.35000000000001,Middle,17.1
2022,10-19,Female,35.089999999999996,50.190000000000005,High,7.1
2023,10-19,Male,50.580000000000005,45.37,High,11.1
2024,20-29,Male,43.71,31.89,Middle,16.1
2020,30-39,Male,57.84,22.24,Low,14.1
2023,10-19,Male,39.59,36.16,Middle,13.1
2023,20-29,Male,33.49,59.44,High,10.1
2021,20-29,Male,31.96,31.340000000000003,Middle,14.1
2024,40-49,Female,39.19,69.67,High,16.1
2020,20-29,Male,52.58,78.34,Middle,17.1
2021,50-59,Female,46.84,48.38,Middle,22.1
2024,10-19,Male,12.059999999999999,2.4299999999999984,Low,12.1
2021,10-19,Female,51.52,42.019999999999996,High,7.1
2020,60-69,Male,14.559999999999999,31.410000000000004,Low,17.1
2023,10-19,Male,69.45,5.07,Middle,18.1
2022,10-19,Male,26.740000000000002,12.380000000000003,Middle,22.1
2023,70-79,Male,29.080000000000002,-15.790000000000004,Low,10.1
2022,10-19,Male,33.03,-24.270000000000003,Low,9.1
2023,30-39,Male,60.32,77.57,High,7.1
2021,50-59,Female,24.02,52.74,Middle,18.1
2024,80+,Male,20.640000000000004,-10.960000000000003,Middle,13.1
2024,10-19,Male,42.59,-6.1800000000000015,Low,10.1
2021,60-69,Male,21.06,29.240000000000002,Low,10.1
2020,10-19,Male,36.52,10.59,High,15.1
2023,60-69,Male,45.129999999999995,-6.129999999999999,Middle,13.1
2022,20-29,Male,18.22,54.2,High,11.1
2023,10-19,Female,37.23,28.93,Middle,16.1
2021,20-29,Male,29.36,18.71,Low,17.1
2020,20-29,Female,52.95,41.88,Middle,20.1
2024,40-49,Male,40.17,64.66,Low,11.1
2020,80+,Male,7.759999999999998,-3.8299999999999983,Middle,22.1
2024,30-39,Female,50.95,37.96,Low,11.1
2020,30-39,Female,35.84,27.230000000000004,Middle,22.1
2020,80+,Male,-8.3,15.559999999999995,High,14.1
2021,80+,Female,24.06,-35.080000000000005,Low,12.1
2021,80+,Female,13.96,-15.860000000000001,Middle,19.1
2024,40-49,Male,38.15,72.83,Middle,21.1
2020,20-29,Male,14.500000000000002,47.790000000000006,High,12.1
2022,20-29,Male,12.84,14.73,Low,9.1
2024,40-49,Female,45.309999999999995,86.53,High,11.1
2022,70-79,Male,41.040000000000006,-21.43,Middle,22.1
2024,10-19,Male,51.400000000000006,66.33000000000001,High,7.1
2020,60-69,Male,11.779999999999998,28.35,Low,10.1
2022,20-29,Male,54.93,67.97,Middle,19.1
2023,20-29,Female,3.21,12.35,Low,16.1
2024,10-19,Female,56.690000000000005,42.89000000000001,Middle,19.1
2022,80+,Male,-7.690000000000001,-3.2900000000000063,Low,9.1
2021,20-29,Female,29.85,14.350000000000001,Low,10.1
2022,50-59,Male,16.78,55.81,Middle,20.1
2022,10-19,Female,30.32,12.439999999999998,Middle,16.1
2022,60-69,Female,-8.4,39.45,High,8.1
2020,40-49,Male,30.560000000000002,17.479999999999997,Middle,14.1
2023,10-19,Male,45.370000000000005,6.93,Low,18.1
2023,80+,Female,18.48,-6.510000000000002,High,16.1
2020,10-19,Male,60.27,25.229999999999997,Middle,19.1
2021,10-19,Female,52.34,30.61999999999999,Low,9.1
2022,60-69,Male,7.32,11.910000000000002,High,7.1
2024,10-19,Male,45.67,-0.6600000000000034,Middle,19.1
2020,40-49,Male,22.060000000000002,37.31999999999999,Low,9.1
2020,60-69,Male,-10.21,3.959999999999999,Low,10.1
2022,30-39,Male,69.58,43.480000000000004,Middle,16.1
2022,50-59,Male,24.410000000000004,31.770000000000003,High,9.1
2021,50-59,Male,11.64,15.129999999999995,Low,18.1
2023,50-59,Male,29.82,48.10999999999999,Low,11.1
2023,10-19,Female,64.86,8.829999999999998,Middle,15.1
2023,20-29,Male,14.49,49.629999999999995,High,11.1
2021,40-49,Male,60.459999999999994,52.98,Middle,18.1
2022,40-49,Male,41.629999999999995,52.169999999999995,High,10.1
2021,50-59,Male,16.630000000000003,73.82000000000001,High,7.1
2021,60-69,Female,27.66,5.130000000000001,Low,14.1
2020,80+,Female,-2.7600000000000016,-0.9200000000000017,Low,14.1
2021,10-19,Female,46.84,35.559999999999995,Middle,14.1
2024,20-29,Female,41.02,58.160000000000004,High,7.1
2022,70-79,Female,14.829999999999998,-23.11,Middle,14.1
2021,60-69,Female,40.620000000000005,20.130000000000003,Middle,21.1
2023,20-29,Female,13.2,69.27,High,16.1
2023,20-29,Male,22.740000000000002,68.96000000000001,Middle,17.1
2020,80+,Male,18.610000000000003,-22.310000000000002,Middle,14.1
2023,60-69,Male,33.91,25.36,Low,12.1
2024,20-29,Female,15.219999999999999,48.07,High,8.1
2024,40-49,Male,30.790000000000003,14.269999999999996,Low,18.1
2022,10-19,Male,33.13,25.5,Low,13.1
2021,70-79,Male,-5.290000000000001,51.43000000000001,High,8.1
2024,20-29,Female,53.32,61.410000000000004,Middle,20.1
2021,60-69,Male,10.379999999999999,30.770000000000003,Middle,17.1
2022,20-29,Male,28.230000000000004,20.95,Low,14.1
2021,80+,Male,0.7200000000000024,27.269999999999996,High,14.1
2020,10-19,Female,30.9,-0.8200000000000021,Middle,14.1
2023,80+,Female,3.91,11.689999999999998,Middle,19.1
2022,30-39,Male,41.09,34.94,Middle,22.1
2021,70-79,Male,21.52,8.82,High,14.1
2022,40-49,Male,52.669999999999995,17.77,Middle,20.1
2022,10-19,Male,36.57,42.78,High,16.1
2022,10-19,Male,52.57,50.50000000000001,High,7.1
2024,20-29,Male,28.880000000000003,47.830000000000005,High,14.1
2022,10-19,Male,30.369999999999997,-5.490000000000002,Middle,13.1
2022,10-19,Male,45.85,10.809999999999999,High,13.1
2023,80+,Male,8.8,7.93,Middle,17.1
2020,20-29,Male,29.55,57.41,Middle,16.1
2024,10-19,Male,59.1,11.19,Middle,17.1
2023,80+,Male,-12.0,-4.34,High,10.1
2024,40-49,Male,32.04,36.050000000000004,Low,15.1
2021,60-69,Female,3.6799999999999997,29.090000000000003,Low,9.1
2023,60-69,Male,29.45,28.97,High,14.1
2023,30-39,Female,44.14,39.550000000000004,Middle,18.1
2021,80+,Male,18.599999999999998,21.39,High,13.1
2021,80+,Female,29.74,-24.740000000000002,Middle,20.1
2021,10-19,Female,65.32,47.769999999999996,Middle,16.1
2020,10-19,Male,17.95,49.61000000000001,High,7.1
2024,50-59,Male,33.55,83.31,High,15.1
2022,30-39,Male,43.47,30.810000000000002,Middle,17.1
2020,10-19,Male,54.27,11.11,Middle,16.1
2024,70-79,Male,5.09,20.770000000000003,High,7.1
2021,60-69,Male,-5.550000000000002,0.9900000000000002,Low,15.1
2021,60-69,Male,39.459999999999994,28.050000000000004,Middle,16.1
2024,70-79,Male,25.040000000000003,30.950000000000003,High,12.1
2020,60-69,Male,4.6,6.279999999999999,Middle,13.1
2024,80+,Male,16.419999999999998,21.14,High,11.1
2024,60-69,Male,30.52,67.55,High,12.1
2022,20-29,Male,25.53,54.86,Low,12.1
2020,50-59,Female,28.950000000000003,9.369999999999996,Low,18.1
2022,10-19,Male,12.309999999999999,-12.510000000000002,Low,16.1
2024,20-29,Male,23.37,30.940000000000005,Middle,20.1
2021,40-49,Female,10.850000000000001,71.16,High,12.1
2020,60-69,Male,14.82,53.42,High,7.1
2021,10-19,Male,21.85,31.189999999999998,High,7.1
2020,10-19,Female,45.940000000000005,62.73000000000001,High,12.1
2021,40-49,Female,6.749999999999999,48.31999999999999,Low,9.1
2024,20-29,Male,40.45,56.050000000000004,High,16.1
2023,70-79,Male,30.680000000000003,6.109999999999999,Low,11.1
2021,50-59,Male,22.33,52.27,Middle,19.1
2020,30-39,Male,53.0,84.24000000000001,High,10.1
2021,10-19,Female,47.300000000000004,13.840000000000003,Middle,17.1
2024,80+,Female,34.379999999999995,2.4900000000000007,Middle,16.1
2023,50-59,Female,36.06,56.67,Middle,18.1
2021,20-29,Male,22.67,67.51,Middle,22.1
2024,20-29,Male,40.61,94.89,High,10.1
2021,20-29,Male,50.27,60.010000000000005,Middle,17.1
2021,20-29,Female,15.920000000000002,64.12,Low,10.1
2020,80+,Male,29.830000000000002,-5.990000000000002,High,10.1
2023,60-69,Male,-8.63,-20.740000000000002,Low,18.1
2021,10-19,Female,31.630000000000003,19.589999999999996,Low,12.1
2024,70-79,Male,20.49,17.33,High,11.1
2024,30-39,Male,63.43,51.13,High,8.1
2024,10-19,Male,50.03,-22.87,Low,12.1
2021,20-29,Male,27.43,57.59,High,12.1
2021,10-19,Male,23.09,31.86,High,16.1
2021,70-79,Male,-4.470000000000001,21.020000000000003,High,14.1
2024,10-19,Female,7.609999999999999,8.569999999999999,Low,16.1
2024,40-49,Female,23.19,22.770000000000003,Middle,20.1
2020,80+,Male,15.89,-5.300000000000001,Low,18.1
2020,60-69,Male,19.779999999999998,16.68,High,11.1
2023,60-69,Female,17.32,7.570000000000002,Low,13.1
2024,20-29,Male,13.139999999999999,52.050000000000004,Low,14.1
2020,20-29,Male,20.6,73.16,Middle,13.1
2021,70-79,Female,17.06,28.940000000000005,Middle,14.1
2023,20-29,Male,55.65,74.05,Middle,22.1
2021,50-59,Male,15.990000000000002,30.57,Low,10.1
2022,20-29,Male,17.410000000000004,63.93000000000001,High,12.1
2022,10-19,Female,36.56,12.809999999999999,Low,14.1
2021,50-59,Male,34.76,42.39,Low,14.1
2020,20-29,Female,10.73,99.48,High,12.1
2021,30-39,Female,32.84,43.09,High,9.1
2023,60-69,Male,20.3,19.650000000000006,Middle,18.1
2024,40-49,Female,25.12,55.839999999999996,Low,10.1
2020,80+,Male,-4.120000000000001,-6.580000000000002,Low,14.1
2020,30-39,Female,59.9,77.35,High,11.1
2024,50-59,Male,56.83,21.060000000000002,Middle,17.1
2020,10-19,Male,50.89,32.57,Middle,15.1
2021,10-19,Female,50.09,21.240000000000002,Middle,14.1
2021,60-69,Male,23.220000000000002,14.000000000000002,High,8.1
2024,80+,Male,22.01,-18.22,Middle,13.1
2023,10-19,Female,61.07,35.4,Middle,13.1
2024,50-59,Male,30.770000000000003,26.550000000000004,High,13.1
2022,60-69,Male,31.169999999999998,36.419999999999995,Low,11.1
2021,30-39,Female,64.33,62.13,High,8.1
2020,10-19,Male,22.299999999999997,35.43,High,8.1
2023,60-69,Male,39.370000000000005,30.310000000000002,Middle,17.1
2021,70-79,Female,23.34,-22.53,Middle,14.1
2020,10-19,Male,50.690000000000005,32.26,Middle,22.1
2023,80+,Female,18.459999999999997,-40.13,Low,17.1
2024,70-79,Female,23.040000000000003,-1.689999999999999,Middle,14.1
2024,80+,Female,-17.200000000000003,-21.689999999999998,Low,17.1
2023,40-49,Female,51.9,25.56,Middle,13.1
2024,20-29,Female,9.010000000000002,37.940000000000005,Low,16.1
2024,70-79,Male,2.8299999999999983,40.35,High,7.1
2022,20-29,Female,23.07,49.78,High,7.1
2021,50-59,Male,16.619999999999997,65.03,High,11.1
2022,10-19,Male,13.98,22.25,Low,9.1
2024,40-49,Male,25.220000000000002,20.869999999999997,Low,12.1
2022,10-19,Female,47.57,22.82,Middle,19.1
2024,10-19,Female,13.84,57.8,High,16.1
2021,20-29,Male,37.38,61.78,High,15.1
2021,60-69,Male,9.07,13.360000000000001,Low,14.1
2024,30-39,Female,69.91,27.17,Middle,16.1
2024,80+,Female,10.59,22.0,High,12.1
2023,20-29,Male,19.880000000000003,56.91,Middle,18.1
2022,80+,Male,7.039999999999999,-25.07,Middle,17.1
2023,20-29,Female,17.57,25.810000000000002,Middle,21.1
2022,60-69,Female,-8.760000000000002,43.24,High,14.1
2022,40-49,Male,26.53,35.9,Low,18.1
2023,20-29,Female,16.020000000000003,46.540000000000006,High,9.1
2021,40-49,Male,28.45,53.39,Low,11.1
2021,20-29,Male,2.4000000000000004,71.76,High,15.1
2024,60-69,Female,20.970000000000002,20.6,Low,16.1
2020,50-59,Male,26.97,25.41,Middle,19.1
2022,80+,Male,16.669999999999998,26.78,Middle,14.1
2020,60-69,Male,17.349999999999998,28.090000000000003,High,9.1
2021,50-59,Female,-0.3900000000000005,12.099999999999998,Low,18.1
2024,20-29,Male,4.41,26.1,Low,12.1
2021,20-29,Male,7.239999999999999,29.3,Low,13.1
2023,20-29,Male,36.41,56.57000000000001,High,7.1
2022,60-69,Male,9.14,1.700000000000001,Low,9.1
2023,60-69,Female,2.719999999999999,29.82,Low,13.1
2021,20-29,Male,6.46,44.480000000000004,Low,16.1
2023,10-19,Male,34.09,14.389999999999997,Middle,20.1
2020,70-79,Male,-9.93,53.85000000000001,High,16.1
2021,70-79,Male,-4.220000000000001,34.37,High,9.1
2021,60-69,Male,0.6899999999999995,53.52000000000001,High,10.1
2021,10-19,Male,63.82,43.6,Middle,20.1
2021,20-29,Male,38.61,10.24,Low,14.1
2022,10-19,Male,32.35,12.729999999999997,Middle,13.1
2021,10-19,Male,45.18,15.959999999999994,Low,14.1
2023,10-19,Male,48.08,22.89,High,11.1
2022,50-59,Female,12.83,78.99000000000001,High,16.1
2022,60-69,Female,17.72,25.78,Middle,16.1
2021,10-19,Male,65.28999999999999,-7.410000000000002,Middle,18.1
2021,10-19,Male,15.75,-20.410000000000004,Low,13.1
2020,10-19,Male,42.190000000000005,42.8,Middle,21.1
2020,20-29,Male,30.39,51.09,Low,12.1
2022,50-59,Male,20.51,41.18,Low,9.1
2023,30-39,Female,36.61,92.31,High,12.1
2020,50-59,Male,5.08,27.99,High,10.1
2021,60-69,Male,-8.690000000000001,30.160000000000004,Low,18.1
2023,80+,Female,-10.060000000000002,-6.780000000000001,Low,9.1
2020,30-39,Male,36.71,90.22,High,14.1
2020,60-69,Male,24.749999999999996,30.240000000000002,High,11.1
2021,20-29,Female,22.160000000000004,70.86,High,15.1
2021,60-69,Male,-8.98,64.79,High,14.1
2023,60-69,Female,28.87,23.800000000000004,Middle,17.1
2021,30-39,Male,58.410000000000004,64.21,Low,12.1
2023,20-29,Male,21.470000000000002,69.79,High,13.1
2023,10-19,Male,28.78,-18.85,Low,11.1
2024,20-29,Male,6.76,96.46,High,16.1
2022,10-19,Male,29.29,67.22,High,10.1
2024,20-29,Male,42.26,46.53,Low,9.1
2024,30-39,Male,58.71,61.760000000000005,Low,9.1
2023,50-59,Male,41.5,-2.910000000000002,Low,13.1
2024,50-59,Male,27.14,56.800000000000004,High,13.1
2020,20-29,Female,21.04,51.75,Middle,18.1
2021,20-29,Female,2.1000000000000005,34.45,Low,15.1
2021,70-79,Female,12.180000000000003,-3.0500000000000007,Low,17.1
2022,40-49,Female,44.739999999999995,77.01,Middle,21.1
2023,60-69,Male,18.76,-11.13,Low,9.1
2022,10-19,Male,26.380000000000003,46.44,High,10.1
2021,10-19,Female,26.78,26.840000000000003,Middle,15.1
2023,60-69,Male,2.459999999999999,25.21,High,11.1
2022,40-49,Female,59.529999999999994,69.87,Middle,14.1
2021,10-19,Female,51.74,-8.690000000000001,Middle,14.1
2024,60-69,Female,-11.73,33.14,Low,12.1
2024,80+,Male,-13.110000000000001,-0.38000000000000045,Low,14.1
2022,80+,Male,20.99,17.79,Middle,22.1
2024,10-19,Male,44.64,29.909999999999997,Low,10.1
2020,10-19,Female,43.17,22.990000000000002,Middle,22.1
2023,10-19,Male,11.26,31.480000000000004,Low,13.1
2020,60-69,Female,25.139999999999997,18.720000000000006,Middle,13.1
2023,40-49,Male,35.13,68.54,Middle,20.1
2024,50-59,Male,45.36,31.380000000000003,Low,11.1
2021,40-49,Female,20.74,63.97,High,10.1
2020,80+,Male,-12.270000000000001,5.119999999999997,Low,14.1
2021,20-29,Male,5.8500000000000005,42.13,Low,10.1
2021,70-79,Male,-13.120000000000001,13.82,Low,9.1
2021,20-29,Male,32.8,58.56,Low,12.1
2024,10-19,Female,63.660000000000004,-5.810000000000002,Middle,22.1
2024,20-29,Male,56.550000000000004,36.57,Middle,15.1
2020,80+,Female,-8.34,-35.31,Low,9.1
2022,80+,Male,3.919999999999998,-8.470000000000006,Low,17.1
2021,10-19,Male,25.98,1.7899999999999991,Low,16.1
2021,50-59,Male,42.08,12.29,Low,10.1
2021,20-29,Male,49.02,34.53,Middle,15.1
2022,50-59,Male,14.8,41.55,Middle,17.1
2024,10-19,Male,63.59,0.4599999999999994,Middle,13.1
2020,30-39,Male,34.74,58.26,Middle,13.1
2022,10-19,Female,13.49,-23.730000000000004,Low,18.1
2023,10-19,Male,33.74,58.169999999999995,High,8.1
2022,20-29,Male,20.66,75.94000000000001,Middle,22.1
2023,70-79,Male,15.470000000000002,-1.629999999999999,Middle,16.1
2022,50-59,Female,5.69,15.589999999999996,Low,16.1
2021,10-19,Female,48.76,25.25,Middle,21.1
2020,20-29,Male,42.1,40.13,Low,18.1
2023,30-39,Male,46.980000000000004,61.11,Low,11.1
2023,60-69,Female,-0.040000000000000924,47.43,High,8.1
2023,10-19,Male,28.760000000000005,-15.450000000000003,Low,15.1
2024,20-29,Female,24.88,42.04,Middle,22.1
2020,70-79,Male,12.290000000000003,12.799999999999997,High,12.1
2020,10-19,Male,14.27,-6.170000000000002,Low,14.1
2022,60-69,Female,4.67,40.43000000000001,Middle,22.1
2023,70-79,Male,4.550000000000001,-7.869999999999997,Middle,20.1
2022,50-59,Female,24.43,49.82,Middle,20.1
2024,80+,Male,-5.3100000000000005,-38.25,Low,11.1
2020,10-19,Male,56.51,16.340000000000003,Middle,15.1
2020,70-79,Female,11.0,-2.0799999999999983,Middle,16.1
2020,60-69,Male,4.08,37.309999999999995,Low,17.1
2020,30-39,Male,44.71,74.35,Middle,15.1
2020,70-79,Male,9.870000000000001,12.149999999999999,Middle,19.1
2021,50-59,Male,19.89,17.269999999999996,Low,18.1
2024,30-39,Male,47.0,12.65,Low,11.1
2023,60-69,Male,10.05,16.000000000000007,Middle,13.1
2021,70-79,Male,3.289999999999999,-13.550000000000004,Low,16.1
2023,40-49,Male,13.09,72.7,High,9.1
2021,10-19,Female,33.94,28.309999999999995,Middle,13.1
2022,10-19,Male,25.23,22.71,Middle,15.1
2020,70-79,Male,7.82,28.04,Middle,21.1
2021,80+,Male,5.050000000000001,1.6299999999999955,Low,13.1
2023,10-19,Male,29.450000000000003,37.73,High,13.1
2024,20-29,Male,32.29,69.28999999999999,High,10.1
2024,20-29,Female,30.72,57.160000000000004,Middle,16.1
2024,80+,Female,15.459999999999997,-21.89,Middle,17.1
2021,40-49,Female,14.379999999999999,18.799999999999997,Low,9.1
2020,60-69,Female,6.710000000000001,18.799999999999997,Low,13.1
2023,50-59,Female,5.239999999999999,44.92,Low,9.1
2024,60-69,Male,48.42,20.730000000000004,Middle,13.1
2024,10-19,Female,31.11,-1.9400000000000062,Low,18.1
2024,50-59,Male,25.720000000000002,62.06,Middle,21.1
2024,10-19,Female,32.95,-21.57,Low,9.1
2022,10-19,Male,30.800000000000004,62.02,High,11.1
2024,30-39,Male,59.650000000000006,77.23,Middle,14.1
2024,80+,Male,-10.65,17.840000000000003,High,7.1
2020,80+,Male,2.41,45.76,High,13.1
2020,30-39,Female,53.83,53.980000000000004,Middle,20.1
2021,60-69,Male,35.019999999999996,30.840000000000003,Middle,17.1
2023,10-19,Female,36.300000000000004,48.00000000000001,High,11.1
2021,20-29,Male,14.02,9.31,Low,10.1
2021,10-19,Male,30.78,-18.870000000000005,Low,18.1
2020,10-19,Male,45.81,9.299999999999997,High,12.1
2023,30-39,Male,50.11000000000001,82.15,High,9.1
2023,20-29,Male,53.63,52.10000000000001,Middle,16.1
2024,80+,Male,9.820000000000004,4.709999999999999,High,13.1
2023,70-79,Male,44.099999999999994,32.13,Middle,13.1
2024,30-39,Male,25.59,42.440000000000005,Low,15.1
2021,50-59,Male,14.310000000000002,44.36,Low,14.1
2024,40-49,Male,33.77,72.52,Middle,21.1
2023,50-59,Female,15.46,41.92,Middle,14.1
2022,10-19,Female,24.35,41.6,High,14.1
2023,50-59,Male,51.63,49.48,Middle,15.1
2021,50-59,Male,20.090000000000003,62.29,High,10.1
2022,10-19,Male,63.47,-6.070000000000002,Middle,17.1
2021,80+,Male,0.379999999999999,-7.68,Low,16.1
2020,10-19,Male,50.36,9.059999999999999,Middle,19.1
2022,20-29,Male,31.91,78.48,Middle,16.1
2023,80+,Male,28.250000000000004,23.909999999999997,High,13.1
2023,70-79,Male,28.830000000000002,20.67,Low,11.1
2023,60-69,Female,9.029999999999998,23.1,Low,18.1
2022,80+,Female,5.239999999999998,-37.03,Low,17.1
2022,20-29,Male,43.68,61.39,Middle,21.1
2023,50-59,Female,15.770000000000003,55.04,High,12.1
2024,70-79,Female,27.389999999999997,42.07,High,10.1
2020,80+,Male,20.45,16.86999999999999,Low,12.1
2020,30-39,Female,55.51,81.06,High,9.1
2024,50-59,Male,33.24,43.34,Low,16.1
2022,70-79,Female,-3.7300000000000004,49.22,High,9.1
2024,20-29,Male,42.620000000000005,43.690000000000005,Middle,22.1
2021,20-29,Male,30.96,82.4,High,11.1
2022,10-19,Male,30.82,9.600000000000001,High,13.1
2022,50-59,Female,13.85,45.91,High,13.1
2020,20-29,Female,46.46,77.24,Middle,13.1
2020,60-69,Male,10.989999999999998,44.7,High,9.1
2021,20-29,Male,39.23,54.78,Middle,17.1
2023,20-29,Female,7.560000000000002,11.93,Low,12.1
2024,10-19,Male,25.5,-19.78,Low,18.1
2020,10-19,Male,42.31,-10.530000000000001,Middle,13.1
2022,20-29,Male,31.49,79.37,Middle,16.1
2023,20-29,Male,12.43,92.54,High,13.1
2020,80+,Male,5.419999999999998,-2.5700000000000003,Low,15.1
2022,50-59,Male,32.41,59.38,High,14.1
2023,60-69,Male,13.180000000000003,61.09,High,12.1
2021,60-69,Male,38.75,36.330000000000005,Middle,22.1
2021,80+,Female,0.8000000000000007,31.61,Middle,21.1
2021,20-29,Female,4.21,39.760000000000005,Low,11.1
2024,80+,Male,2.620000000000001,46.71000000000001,High,13.1
2023,80+,Male,27.540000000000003,44.87,High,16.1
2024,10-19,Female,35.5,-7.700000000000003,Middle,19.1
2024,20-29,Female,10.71,83.74,High,10.1
2023,70-79,Male,6.010000000000002,-5.949999999999999,Middle,18.1
2020,20-29,Male,37.28,55.16,High,10.1
2020,50-59,Female,31.33,15.429999999999998,Middle,15.1
2020,40-49,Male,41.589999999999996,45.06,High,13.1
2021,40-49,Male,35.86,50.66,Middle,18.1
2021,70-79,Male,24.459999999999997,0.120000000000001,High,13.1
2024,80+,Male,2.280000000000001,-9.660000000000002,Middle,17.1
2020,50-59,Male,26.410000000000004,62.0,High,15.1
2020,10-19,Male,16.740000000000002,37.53,High,7.1
2020,80+,Male,-3.41,-14.260000000000005,Low,18.1
2024,20-29,Female,20.32,49.36000000000001,Middle,21.1
2024,10-19,Male,52.56,17.309999999999995,Low,11.1
2022,60-69,Male,19.95,16.689999999999998,Low,15.1
2022,30-39,Female,41.09,49.57,High,13.1
2023,10-19,Male,34.910000000000004,60.6,High,8.1
2023,10-19,Male,18.5,-3.3100000000000023,Low,10.1
2020,60-69,Female,13.84,10.910000000000002,Low,13.1
2024,80+,Female,-11.27,47.370000000000005,High,9.1
2024,10-19,Female,27.36,-6.490000000000004,Low,18.1
2021,50-59,Female,29.270000000000003,46.29,Low,10.1
2022,60-69,Female,-6.840000000000001,21.510000000000005,Low,9.1
2024,10-19,Male,15.26,0.3899999999999991,Low,9.1
2022,80+,Male,41.06999999999999,17.82,Middle,18.1
2020,70-79,Female,4.919999999999998,0.9699999999999989,Low,13.1
2021,10-19,Female,43.470000000000006,40.23,Middle,22.1
2022,60-69,Male,6.09,57.10000000000001,High,9.1
2021,70-79,Female,20.639999999999997,-4.899999999999999,Middle,18.1
2020,30-39,Male,29.050000000000004,48.97,High,10.1
2020,20-29,Male,36.04,48.16,Middle,19.1
2022,20-29,Male,32.01,46.97,High,11.1
2020,70-79,Male,15.66,8.14,Middle,20.1
2024,20-29,Male,29.130000000000003,49.39000000000001,Middle,15.1
2022,10-19,Female,41.370000000000005,-7.300000000000004,Low,10.1
2024,20-29,Male,24.480000000000004,89.21,High,12.1
2020,10-19,Male,38.52,15.84,High,10.1
2024,10-19,Female,45.910000000000004,39.35,High,10.1
2023,30-39,Male,65.92,58.480000000000004,High,8.1
2024,20-29,Female,22.29,10.95,Low,18.1
2024,40-49,Female,47.349999999999994,41.28,Low,15.1
2023,70-79,Male,25.790000000000003,16.759999999999998,High,14.1
2022,40-49,Male,37.42999999999999,71.69,High,11.1
2020,60-69,Male,15.220000000000002,-15.58,Low,11.1
2024,40-49,Male,63.89,67.36999999999999,Middle,17.1
2020,30-39,Female,47.68,56.14,High,10.1
2023,50-59,Male,57.53,52.39,Middle,17.1
2021,40-49,Male,12.9,15.019999999999998,Low,18.1
2020,20-29,Male,46.88,50.510000000000005,Middle,14.1
2023,20-29,Male,29.560000000000002,38.6,Middle,13.1
2024,80+,Male,30.070000000000004,43.18000000000001,High,11.1
2022,60-69,Female,-5.880000000000001,15.230000000000002,High,14.1
2021,50-59,Male,5.3500000000000005,-7.540000000000001,Low,11.1
2020,10-19,Male,49.22,23.409999999999997,Low,15.1
2023,30-39,Male,36.24,55.75,High,7.1
2021,10-19,Male,20.39,45.97,High,7.1
2022,10-19,Male,62.71,15.29,Middle,20.1
2021,20-29,Female,6.86,33.980000000000004,Low,14.1
2023,20-29,Female,-2.33,10.74,Low,14.1
2022,70-79,Male,17.41,1.4800000000000004,Low,18.1
2023,60-69,Male,19.280000000000005,15.6,Low,11.1
2024,60-69,Male,21.99,-2.6300000000000003,Middle,16.1
2023,50-59,Female,27.86,9.349999999999998,Low,9.1
2024,20-29,Female,17.57,70.33,Middle,19.1
2022,20-29,Male,38.99,43.019999999999996,Middle,22.1
2024,70-79,Male,31.669999999999998,14.359999999999998,High,7.1
2023,50-59,Male,21.89,62.13,Middle,15.1
2023,40-49,Male,45.39,52.41,Middle,17.1
2023,10-19,Female,54.04,7.439999999999998,High,7.1
2023,60-69,Male,29.820000000000004,37.660000000000004,High,10.1
2020,50-59,Male,31.76,58.29,High,10.1
2020,50-59,Female,20.57,5.849999999999998,Low,17.1
2023,70-79,Male,11.7,25.880000000000003,High,10.1
2020,10-19,Male,61.230000000000004,32.08,Middle,20.1
2024,10-19,Male,19.689999999999998,61.17,High,9.1
2020,60-69,Male,-7.66,-6.340000000000002,Low,17.1
2024,20-29,Male,4.870000000000001,92.64,High,10.1
2023,70-79,Female,14.84,12.96,High,7.1
2020,40-49,Male,57.01,50.82,Middle,15.1
2023,20-29,Female,10.94,71.0,Middle,22.1
2020,60-69,Female,39.599999999999994,-8.87,Middle,17.1
2024,10-19,Male,28.42,-3.580000000000003,Low,9.1
2024,10-19,Male,48.64,-4.160000000000004,Middle,14.1
2024,10-19,Male,35.120000000000005,-7.290000000000003,Middle,14.1
2021,20-29,Male,44.62,96.94,High,8.1
2024,20-29,Male,49.0,65.33,Middle,16.1
2024,20-29,Male,15.41,83.86999999999999,High,10.1
2022,80+,Male,-8.530000000000001,10.93,High,10.1
2024,20-29,Female,27.03,74.49,High,7.1
2024,30-39,Male,42.730000000000004,47.1,Middle,22.1
2024,10-19,Female,24.38,10.609999999999998,Middle,14.1
2021,30-39,Female,35.38,31.560000000000002,Middle,20.1
2020,30-39,Male,27.6,91.37,High,9.1
2020,50-59,Male,40.58,56.04,High,8.1
2022,30-39,Male,48.99,58.79,Low,11.1
